,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Working capitcal Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
881,1,0.392970312,0.430876581,0.437014829,0.601522074,0.601522074,0.998827658,0.79697098,0.808916513,0.303088985,0.781146394,0.476877784,0.000224022,0.0,0.156504151,0.156504151,0.156504151,0.186536825,0.324007922,0.014973456,0.085905057,0.148226256,0.021997204,0.847825724,0.688356135,0.688356135,0.217474312,0.000364434,0.262297286,0.386647293,0.025348439,0.020013425,0.630467048,0.009030723,0.147141518,0.852858482,0.005621422,0.378491242,0.005365848,0.086260524,0.147718875,0.399828248,0.094452774,0.000413906,0.01528924,0.026290323,0.015930555,0.384873703,0.01076467,0.866894952,0.566923485,0.554747449,0.086149801,0.024953748,0.010917963,0.041484993,0.353232453,0.276988555,0.001369136,0.258701276,0.741463481,0.328358834,0.020599708,0.911240867,0.002026605,0.053806596,0.594036488,0.671596851,0.272141023,0.258701276,0.328358834,0.132333844,0.672250871,0.464352337,0.624517874,0.319997128,0.01154168,0,0.731892051,0.000569133,0.624332632,0.601523807,0.834145648,0.281328456,0.026747155,0.564939473,1,0.024794769
882,1,0.492419441,0.552823812,0.540714171,0.600383401,0.600383401,0.999035065,0.797478966,0.809377152,0.303542653,0.781636361,0.465336386,0.000143014,0.247899585,0.217605663,0.217605663,0.217605663,0.225961993,0.323335927,0.035875796,0.107645957,0.182722,0.022211414,0.848168773,0.689685745,0.689685745,0.217619122,0.000448305,0.264133467,0.378488134,0.01089669,0.009305828,0.630697182,0.004249537,0.093750945,0.906249055,0.005272785,0.371485831,0.005365848,0.107634309,0.181750999,0.399347287,0.110944528,0.00062086,0.010187988,0.026451613,0.041205587,0.402161869,0.0324919,0.797375603,0.334612628,0.379763804,0.102909764,0.009320869,0.008270808,0.065692112,0.348464318,0.277147987,0.00442322,0.653353143,0.734753988,0.328720386,0.0,0.95524518,0.002599155,0.005855136,0.593959321,0.671598086,0.348274346,0.653353143,0.328720386,0.110933234,0.676700666,0.468303359,0.588670291,0.31918577,0.026824823,0,0.808611393,0.002421587,0.625345881,0.600379552,0.840900941,0.277861198,0.026811296,0.565252628,1,0.040673836
929,1,0.240579145,0.204481029,0.263450934,0.596008879,0.596008879,0.998819685,0.796448883,0.808409655,0.30219349,0.780801973,0.465628276,0.000615062,0.0,0.132779908,0.132779908,0.132779908,0.177744162,0.31997595,0.010814163,0.088103575,0.13368984,0.02195964,0.847172755,0.688602431,0.688602431,0.217529211,0.000261597,0.261483709,0.398802206,0.009151922,0.004985733,0.630512938,0.015423267,0.186201893,0.813798107,0.007122418,0.380569156,0.008931705,0.08808442,0.13266722,0.41780331,0.133433283,0.000929261,0.006802239,0.036129032,0.02528972,0.380056986,0.001238257,0.830974402,0.529496121,0.857445927,0.085743813,0.005460277,0.002603013,0.174699799,0.352094467,0.277571642,0.009883526,0.896805894,0.740825856,0.338539714,0.0,0.745877426,0.001962145,0.210102471,0.593952203,0.671575682,0.044112696,0.896805894,0.338539714,0.110933234,0.651971979,0.46051956,0.633161484,0.316826659,0.031831414,0,0.466577449,0.000450674,0.62370567,0.59600615,0.799134124,0.285964113,0.02676046,0.565007648,1,0.018811369
930,1,0.459220982,0.524040558,0.512232989,0.594654002,0.594654002,0.99893165,0.797336337,0.809268827,0.303509782,0.781527869,0.462147404,0.000517052,0.0,0.159285323,0.159285323,0.159285323,0.20884939,0.320329631,0.034272577,0.090546372,0.16457031,0.022345804,0.848125105,0.689617016,0.689617016,0.217619912,0.000426046,0.264440404,0.383005477,0.005966284,0.003615155,0.625989028,0.020763458,0.206064637,0.793935363,0.005071785,0.380583695,0.005365848,0.090567851,0.163562326,0.416289423,0.127436282,0.00050318,0.012572102,0.052419355,0.021033151,0.389905249,0.010804077,0.751314675,0.484530217,0.649495962,0.04394549,0.004335334,0.001164849,0.200152617,0.342782059,0.306561778,0.004566591,0.930716374,0.732027034,0.343406519,0.001202973,0.923606473,0.002114872,0.011804197,0.593915195,0.671566397,0.264909992,0.930716374,0.343406519,0.113330943,0.633906917,0.458149444,0.578703697,0.311822904,0.04815782,0,0.787987522,0.00142177,0.622855567,0.594648971,0.838838135,0.289837573,0.026136674,0.556960431,1,0.016618666
931,1,0.247501584,0.292084605,0.275014722,0.536812292,0.536812292,0.997903511,0.796112163,0.808112154,0.303521384,0.780226111,0.460320576,0.000366037,0.0,0.136445999,0.136445999,0.136445999,0.121206391,0.314635354,0.015638943,0.01815813,0.098516231,0.021190852,0.847085243,0.685682746,0.685682746,0.217117995,0.000247423,0.261052443,0.345478931,0.00646363,0.002675652,0.630526979,0.045297696,0.247362215,0.752637785,0.005888022,0.396166931,0.007193258,0.026755907,0.105459618,0.438045183,0.073463268,0.000318546,0.01984826,0.030645161,0.024050057,0.307240904,0.00249667,0.769496644,0.689309119,0.885368493,0.007355356,0.00489602,0.000154809,0.252194988,0.337514661,0.278596293,0.004402658,0.980719053,0.736571653,0.365629962,0.0,0.867907888,0.000971188,0.026066356,0.593934852,0.671559525,0.040966328,0.980719053,0.365629962,0.110933234,0.627984425,0.457716662,0.539795222,0.306308115,0.044597122,0,0.603821761,0.006095867,0.623419072,0.536813228,0.787292524,0.307630203,0.026765339,0.565032207,1,0.013169627
979,1,0.454638522,0.518916267,0.507896568,0.592520792,0.592520792,0.998922984,0.797340764,0.809273775,0.303535644,0.781530536,0.460305478,0.000275028,0.0,0.186675656,0.186675656,0.186675656,0.204216697,0.31237179,0.067955291,0.083299406,0.160352489,0.02189017,0.847300311,0.688899249,0.688899249,0.21753961,0.000410649,0.263447327,0.36415372,0.009440844,0.003180339,0.629354392,0.017314584,0.194153037,0.805846963,0.007108625,0.377689378,0.005365848,0.084469197,0.160319735,0.414582616,0.163418291,0.001655626,0.003817827,0.055,0.031112025,0.388039619,0.002605744,0.83346571,0.444876666,0.835712894,0.159118523,0.004844351,0.005106466,0.165233614,0.338003861,0.277651817,0.012218476,0.812852621,0.741806065,0.338768268,0.003933387,0.928528317,0.002059285,0.008585224,0.593969264,0.671577986,0.053561757,0.812852621,0.338768268,0.119840204,0.653717036,0.460700342,0.548075927,0.31746955,0.030878826,0,0.787359824,0.004476241,0.622537063,0.592522538,0.838892311,0.287335753,0.026518739,0.563408301,1,0.017881397
980,1,0.459123483,0.526875273,0.511055196,0.612851151,0.612851151,0.998869255,0.797139341,0.809080302,0.303296121,0.7813645,0.457680146,0.000414041,0.0,0.182082508,0.182082508,0.182082508,0.21102392,0.288604372,0.0037963,0.093559156,0.166603901,0.022107414,0.848017324,0.68958193,0.68958193,0.217603549,0.000437076,0.264083735,0.319827875,0.008112923,0.0,0.618090506,0.025006611,0.217432052,0.782567948,0.923930011,0.395615579,0.005365848,0.093556109,0.165643617,0.441272576,0.007496252,0.450399197,0.007792773,0.011774194,0.012537638,0.388118767,0.011368091,0.820982455,0.037695512,0.988766677,0.000890695,0.000200198,0.0013821155,0.226224232,0.329541107,0.278828427,0.020777107,0.998928049,0.742752235,0.348401735,0.0,0.93045371,0.002120713,0.004319901,0.594907305,0.671493266,8320000000.0,0.998928049,0.348401735,0.110933234,0.635904462,0.45844342,0.487125599,0.312128389,0.035799024,0,0.793176261,0.00204394,0.617459722,0.612848555,0.83956297,0.292914722,0.026473396,0.562991745,1,0.015540764
1028,1,0.375030468,0.434201919,0.411638739,0.580701653,0.580701653,0.998505628,0.796757383,0.808720827,0.303389175,0.780792148,0.45735135,0.000407041,0.0,0.143609625,0.143609625,0.143609625,0.186347736,0.314069463,0.00816734,0.077843824,0.150410484,0.021692821,0.847757329,0.687875373,0.687875373,0.217554414,0.00037746,0.262619764,0.365699862,0.007478916,0.003261438,0.630337256,0.010912921,0.161199625,0.838800375,0.00516639,0.377873907,0.005365848,0.077857573,0.150599502,0.402143289,0.062968516,0.000935347,0.006762105,0.025806452,0.012587577,0.372854526,0.010675903,0.777716878,0.310618008,0.495079868,0.113880898,0.004556564,0.004899185,0.123139452,0.331813331,0.277968994,0.007899378,0.725234284,0.734377881,0.333300067,0.0,0.842346726,0.001965807,0.052490326,0.593948334,0.671623207,0.288269524,0.725234284,0.333300067,0.110933234,0.694240016,0.467405489,0.51857451,0.325048013,0.038738062,0,0.714774479,0.000499186,0.623547531,0.580697555,0.831801643,0.282693219,0.026711121,0.564745499,1,0.022314067
1076,1,0.393701555,0.422372438,0.450131163,0.587353522,0.587353522,0.998837479,0.797234104,0.809180814,0.303528152,0.781426255,0.461025138,0.000862086,0.0,0.12696473,0.12696473,0.12696473,0.112319183,0.31509514,0.166038991,0.0,0.082774723,0.0215279,0.845983302,0.685937467,0.685937467,0.217170624,0.000204127,0.262207924,0.374026676,0.001086424,0.000995649,0.629914316,1.0,0.295190011,0.704809989,0.004825874,0.954819351,1.0,0.0,0.081728376,0.454522436,0.355322339,0.0093413,0.00067715,0.314677419,0.093018815,0.353802492,0.037792304,0.588815277,0.169288185,0.162182488,0.077779795,0.001225901,0.001773946,0.232695346,0.339825366,0.27697486,0.0,0.756927007,0.0,1.0,0.043539747,0.901883025,0.001647267,0.022957931,0.593869807,0.671565499,0.620196372,0.756927007,1.0,0.862994276,0.612159117,0.456578908,0.556862556,0.0,0.218206076,0,0.717613798,0.003198215,0.625328012,0.587351173,0.442175535,1.0,0.026619676,0.56418236,1,0.010365097
1077,1,0.361526837,0.408307894,0.402055785,0.602033757,0.602033757,0.998995779,0.796316491,0.808290524,0.301593835,0.780466533,0.46376622,0.00060006,0.0,0.196325481,0.196325481,0.196325481,0.101824714,0.321602886,0.023034923,0.098933312,0.081720268,0.022114952,0.848075496,0.682867974,0.682867974,0.216911752,0.000341675,0.262246,0.378255281,0.002705764,0.002834107,0.630555061,0.017743186,0.195785591,0.804214409,0.004836608,0.37411286,0.005365848,0.098954517,0.080650026,0.395684485,0.043478261,0.001253893,0.005039771,0.019677419,0.00534054,0.39255105,0.023277426,0.727340108,0.074706729,0.071570991,0.025362869,0.002844552,0.002694752,0.049575353,0.342388744,0.27697486,0.0,0.231983424,0.729111459,0.330031129,0.0,0.912301797,0.001986144,0.053486101,0.593861581,0.671489662,0.802943245,0.231983424,0.330031129,0.110933234,0.597760787,0.45335337,0.575535957,0.302213929,0.100664592,0,0.719603248,0.005469525,0.620878222,0.602035358,0.8296673,0.287647114,0.026773496,0.565072755,1,0.017697696
1106,1,0.404036465,0.223615351,0.430055142,0.586611222,0.586611222,0.998567908,0.796179119,0.808153557,0.302248839,0.781061482,0.457978746,0.000364036,0.0,0.116598542,0.116598542,0.116598542,0.173300558,0.311416849,0.01836139,0.061558505,0.085561497,0.021732329,0.843895132,0.684854931,0.684854931,0.217415795,0.000388789,0.260341438,0.365168958,0.001260526,0.000762957,0.630461569,0.076939421,0.338482934,0.661517066,0.004877375,0.295893604,0.004445135,0.061580927,0.08946535,0.390738228,0.098950525,0.003132704,0.002018641,0.139677419,0.017355287,0.369225029,0.023842345,0.643090942,0.129527395,0.124090617,0.015736894,0.001399524,0.00052101,0.160151738,0.335960635,0.27697486,0.0,0.449042447,0.764644772,0.294906404,0.123089881,0.843976817,0.001928336,0.126337254,0.593819046,0.671554041,0.652032078,0.449042447,0.294906404,0.0,0.617234577,0.457307769,0.514097384,0.33225287,0.193949547,1,0.57288145,0.008658754,0.623173338,0.586607325,0.916328879,0.218785275,0.02674524,0.564929512,1,0.008499779
1132,1,0.473650856,0.515699956,0.515659297,0.578164863,0.578164863,0.998647751,0.795878782,0.807893943,0.301556855,0.780016567,0.45898023,0.000465047,0.0,0.137162361,0.113353841,0.113353841,0.171315118,0.314387777,0.00331231,0.090383519,0.135422159,0.022192862,0.848105941,0.689455896,0.689455896,0.217599391,0.00033102,0.264110932,0.375423792,0.002554126,0.002277641,0.625582869,0.121796661,0.276869124,0.723130876,0.004984355,0.514238967,0.005365848,0.090356148,0.151029334,0.393715092,0.007496252,0.062631755,0.000100761,0.017741935,0.020339879,0.370728839,0.621376678,0.741420082,0.021722343,0.020834903,0.023748743,0.002690836,0.006757579,0.018211827,0.340170248,0.276974491,0.004139934,0.049582159,0.726598953,0.333175053,1.0,0.912138876,0.001891175,0.00949855,0.593798032,0.67163886,1.0,0.049582159,0.333175053,0.480440416,0.649389856,0.459877205,0.56038008,0.323143168,0.106007287,0,0.777093603,0.387361107,0.623851962,0.578164435,0.827608107,0.363108824,0.026053196,0.55349435,1,0.011326357
1159,1,0.482084532,0.548789795,0.536270678,0.643105262,0.643105262,0.999112713,0.797388907,0.809315178,0.303223127,0.781506536,0.464583176,0.000818082,0.0,0.168682314,0.168682314,0.168682314,0.210645741,0.330621773,0.014549964,0.105528866,0.170369812,0.022166376,0.848644612,0.689725189,0.689725189,0.217610647,0.000446459,0.264396112,0.387355166,0.000355069,0.000553346,0.635778619,0.031757539,0.230673882,0.769326118,0.004895673,0.400875229,0.005365848,0.105484717,0.169414071,0.394518926,0.034482759,0.003767766,0.001677931,0.024032258,0.005143722,0.394541055,0.036328964,0.647228271,0.036708755,0.037469203,0.023468977,0.000460483,0.000964568,0.128915941,0.345812693,0.276971801,0.004139934,0.530445842,0.712917445,0.341356802,0.240546149,0.930435133,0.002232365,0.030486926,0.593567301,0.671588323,0.885724979,0.530445842,0.341356802,0.155345268,0.64889035,0.459939871,0.602760727,0.317042795,0.460674775,0,0.796377656,0.005077316,0.623152713,0.643104265,0.840129789,0.297810585,0.056234262,0.570022655,1,0.014416962
1172,1,0.441476137,0.51166594,0.491675143,0.592088384,0.592088384,0.998850883,0.797184163,0.809122485,0.303412861,0.781251377,0.460115917,0.000716072,0.0,0.175213855,0.175213855,0.175213855,0.198071287,0.315519559,0.01170652,0.089243547,0.161632899,0.021902022,0.839645289,0.688039926,0.688039926,0.217359818,0.000403288,0.263713857,0.37267613,0.006938512,0.004787352,0.628055438,0.006812026,0.126311334,0.873688666,0.005230461,0.377218548,0.005365848,0.089199928,0.160681698,0.400240882,0.056971514,0.000306372,0.020644957,0.018387097,0.014517574,0.386626264,0.022804742,0.766403597,0.402040088,0.413775434,0.004529484,0.006584496,0.000216355,0.110857616,0.337475735,0.277221033,0.00127057,0.829814223,0.733060891,0.331283731,0.004813246,0.92625076,0.002043933,0.015440696,0.593944532,0.671572355,0.351894542,0.829814223,0.331283731,0.11422443,0.642967042,0.459282055,0.55152318,0.314572393,0.041652748,0,0.779123483,0.006190921,0.622513412,0.592086582,0.838679922,0.279719656,0.026297476,0.560740561,1,0.029444909
1173,1,0.446936089,0.515045792,0.497671182,0.599741997,0.599741997,0.998937312,0.797042226,0.808988903,0.302983846,0.781175166,0.461694472,0.000683068,0.0,0.184568708,0.184568708,0.184568708,0.190318616,0.318490486,0.013884478,0.09372201,0.153046622,0.02218782,0.848092495,0.689200887,0.689200887,0.217589187,0.000401067,0.263849842,0.376932678,0.002961613,0.000913926,0.627161614,0.021162878,0.207273937,0.792726063,0.005082352,0.386230297,0.006513844,0.093678245,0.152032275,0.398925274,0.029985007,0.000758828,0.008344399,0.018387097,0.022419694,0.390199227,0.079364975,0.7098293,0.065762081,0.155770818,0.010100938,0.001240117,0.00056226,0.095060317,0.341053311,0.276661511,0.004801001,0.432020339,0.726367239,0.334482665,0.046371822,0.926298488,0.002048057,0.014380826,0.593769525,0.67158142,0.418594572,0.432020339,0.334482665,0.134158511,0.646127428,0.45967094,0.567280958,0.315551699,0.092752069,0,0.780624747,0.007645519,0.621211842,0.599739761,0.837695045,0.290126802,0.026194377,0.558620967,1,0.016499063
1192,1,0.447472335,0.510902747,0.499277263,0.604397584,0.604397584,0.998834822,0.797050664,0.809005698,0.303213218,0.781238605,0.463314964,0.000725073,0.0,0.157852598,0.157852598,0.157852598,0.199962182,0.321213836,0.009997429,0.089324974,0.158092943,0.022127864,0.848035522,0.68939992,0.68939992,0.217594845,0.000403487,0.263938426,0.381142655,0.004136025,0.001421732,0.627136272,0.018061445,0.196994891,0.803005109,0.005640415,0.387048937,0.00797626,0.089322064,0.157077144,0.402069604,0.04047976,0.001067229,0.005927836,0.021451613,0.012493574,0.386694105,0.012337083,0.719504936,0.105910714,0.271636108,0.002357306,0.001563999,0.000104236,0.119790159,0.344027674,0.276220376,0.006995855,0.576945608,0.728118218,0.335568643,0.024802706,0.920655754,0.002097364,0.027266431,0.593838803,0.671567229,0.170379949,0.576945608,0.335568643,0.130028224,0.640335645,0.458936451,0.585977521,0.313848653,0.068135523,0,0.774778066,0.040235598,0.623081078,0.604397862,0.837130305,0.287877975,0.02621491,0.559115632,1,0.017567086
1212,1,0.428118754,0.469744876,0.468172814,0.597125931,0.597197999,0.998845914,0.796966968,0.808864044,0.303043545,0.781086043,0.459186566,0.000783078,0.0,0.155619232,0.155619232,0.155619232,0.192398601,0.314989036,0.010360422,0.08965068,0.154552986,0.022080454,0.848043346,0.689343107,0.689343107,0.217586078,0.000381627,0.263728621,0.371716777,0.005080795,0.002565856,0.629637608,0.010440548,0.157934516,0.842065484,0.005071646,0.379797487,0.006339573,0.08964776,0.153525375,0.399116855,0.059970015,0.000986071,0.006417126,0.021935484,0.019496791,0.38448927,0.034641345,0.737138796,0.217029412,0.298935879,0.007435895,0.003617884,0.000363188,0.108403733,0.336318441,0.276036953,0.004133036,0.650003075,0.730734626,0.332302049,0.012915421,0.901862013,0.001980029,0.032811686,0.593893375,0.67156897,0.472788672,0.650003075,0.332302049,0.118804655,0.640303773,0.458850005,0.542474081,0.314042477,0.056127914,0,0.747932786,0.005567121,0.623017606,0.597123787,0.835281113,0.282351023,0.026509825,0.563330258,1,0.022853141
1213,1,0.470530883,0.564816834,0.525724075,0.609118033,0.609384684,0.998950485,0.797761043,0.809691318,0.304212401,0.781640571,0.460023653,0.000680068,0.0,0.181534701,0.181534701,0.181534701,0.216791151,0.316191554,0.007002738,0.094861982,0.179558635,0.022258966,0.848080108,0.691632336,0.691632336,0.217589014,0.000473559,0.264640107,0.374771804,0.008154109,0.004313857,0.63163895,0.007940981,0.137588052,0.862411948,0.005118893,0.375573439,0.006858121,0.09485075,0.178561194,0.397391292,0.029985007,0.000982013,0.006435912,0.01483871,0.01002306,0.391589969,0.049553712,0.768899832,0.148973102,0.249801722,0.040430195,0.004766439,0.003695083,0.057710219,0.339005613,0.277771526,0.009098853,0.390752922,0.733334249,0.329026817,0.030201972,0.937340774,0.002502549,0.010911882,0.593984496,0.671616026,0.549492563,0.390752922,0.329026817,0.124423493,0.657344247,0.461938769,0.55723197,0.317077085,0.035623388,0,0.813366891,0.024235563,0.623562578,0.609115795,0.841547879,0.280538397,0.026877044,0.56553714,1,0.026759171
1276,1,0.325793399,0.362679895,0.359441084,0.595230545,0.595230545,0.998748739,0.796923253,0.808864565,0.303170679,0.781087728,0.461416002,0.000791079,0.0,0.128734567,0.128734567,0.128734567,0.109577385,0.317677018,0.049412405,0.046413159,0.088724863,0.021977165,0.847385729,0.669357945,0.669357945,0.21550616,0.000213585,0.261713717,0.376569427,0.003271129,0.001308817,0.630018767,0.288931141,0.288659794,0.711340206,0.004933437,0.669025662,0.014132422,0.046427932,0.087617827,0.517217449,0.154422789,0.000917087,0.006894461,0.097903226,0.015818927,0.380769318,0.005618727,0.661254699,0.312530345,0.429729984,0.007917795,0.002343299,0.000179857,0.233636771,0.340720289,0.276774383,0.002752205,0.777308021,0.612577603,0.526051964,0.012606122,0.886735076,0.001975944,0.09073209,0.59386422,0.671567946,0.265913422,0.777308021,0.526051964,0.276976771,0.633268896,0.458409345,0.565274084,0.285388774,0.084699084,0,0.661031492,0.001788294,0.62345843,0.595231978,0.637575697,0.484318141,0.026624384,0.564214176,1,0.010693402
1340,1,0.495539414,0.545900567,0.547673858,0.619769671,0.619769671,0.999040727,0.797473156,0.809367257,0.303520659,0.78163622,0.456921903,0.000961096,0.313796943,0.17420252,0.17420252,0.17420252,0.216602061,0.313998727,0.006745618,0.097711913,0.172328086,0.022155867,0.848126034,0.689320572,0.689320572,0.21758857,0.000502032,0.263976502,0.370328974,0.018102908,0.017395791,0.632863933,0.003420604,0.080388185,0.919611815,0.005987216,0.372629914,0.005365848,0.097700588,0.171208808,0.401292565,0.044977511,0.000162316,0.039105616,0.015645161,0.020016744,0.397277312,0.020989704,0.868747873,0.672400326,0.64636707,0.008723621,0.018178132,0.000682066,0.067539969,0.330144329,0.276977401,0.000159198,0.78052229,0.738637934,0.3286303,0.002739029,0.932734257,0.00226587,0.01959017,0.594213363,0.671579051,0.175121085,0.78052229,0.3286303,0.113227331,0.64627335,0.460309421,0.536544229,0.314995564,0.016204369,0,0.800065585,0.002032606,0.625246695,0.61977083,0.840302924,0.277259689,0.027736933,0.567538191,1,0.047775597
1407,1,0.424901282,0.464620584,0.473472884,0.604750717,0.604750717,0.998707604,0.794050751,0.806173516,0.298238329,0.779215442,0.461120757,0.000784078,0.0,0.15161603,0.15161603,0.15161603,0.194856765,0.317005022,0.001875463,0.09298917,0.147473074,0.022052341,0.848046028,0.689421849,0.689421849,0.217583473,0.000359143,0.263975725,0.374296785,0.004021204,0.000558961,0.6294835,0.016130915,0.189315839,0.810684161,0.006058294,0.387055647,0.006860559,0.09314899,0.148284443,0.406098151,0.008995502,0.000610715,0.010345107,0.011451613,0.028759015,0.367687298,0.053200879,0.702091803,0.063067852,0.391662618,0.002993671,0.000567183,0.0013821155,0.176166379,0.339940981,0.276035011,0.009271533,0.889638386,0.726403166,0.33900146,0.001049855,0.913148656,0.001998742,0.040615956,0.593440516,0.671436838,0.079651964,0.889638386,0.33900146,0.11200786,0.625635212,0.456931468,0.560272969,0.310119334,0.069956154,0,0.740965953,0.003136314,0.620914352,0.604747859,0.833016169,0.286477591,0.026511896,0.56334855,1,0.018437905
1474,1,0.494369424,0.542411688,0.54927994,0.621564162,0.621578576,0.999254027,0.797397207,0.80931687,0.30294179,0.781563378,0.471882103,0.000537054,0.379997976,0.150688972,0.150688972,0.150688972,0.214427531,0.324326236,0.004476912,0.101294683,0.170219176,0.022152169,0.851135486,0.689706232,0.689706232,0.217628088,0.000447282,0.26461291,0.389171417,0.002429946,0.001862164,0.634850892,0.012774145,0.172748435,0.827251565,0.004995033,0.382786865,0.005365848,0.101307669,0.169218008,0.394533663,0.029985007,0.001456788,0.004340419,0.016774194,0.019464477,0.410958594,0.128128233,0.717846229,0.089526653,0.085768864,0.013957401,0.002568725,0.001140955,0.064578267,0.351956109,0.27697486,0.0,0.348433646,0.728688581,0.330265163,0.129463267,0.902946483,0.002234526,0.018897526,0.593802613,0.671579497,0.809538601,0.348433646,0.330265163,0.137702003,0.645554353,0.459663313,0.627552517,0.315152018,0.110853871,0,0.796451298,0.002059795,0.624200238,0.621564918,0.840096341,0.284042984,0.038176662,0.569769277,1,0.02057203
1475,1,0.393262809,0.449574793,0.436961293,0.598675392,0.59874746,0.998926104,0.79713519,0.809071578,0.303169954,0.781311167,0.461313673,0.000524052,0.0,0.173612574,0.173612574,0.173612574,0.170747849,0.317358704,0.038704115,0.088999267,0.13579875,0.022013481,0.847736424,0.689479787,0.689479787,0.21759156,0.00037222,0.264333947,0.375889497,0.003671127,0.002424868,0.630137943,0.011326932,0.163950782,0.836049218,0.006405401,0.38108472,0.005401189,0.088963799,0.134793756,0.398503262,0.136431784,0.001533889,0.004122673,0.038709677,0.02659401,0.388876326,0.003763478,0.70010111,0.276012078,0.315550114,0.075691333,0.003180007,0.002588531,0.155027391,0.340458714,0.27683554,0.001625474,0.901309411,0.727261754,0.335325846,0.005396716,0.91223093,0.002039218,0.051265241,0.59387892,0.671559128,0.084525478,0.901309411,0.335325846,0.114556904,0.61960443,0.455638637,0.563569086,0.309703621,0.076141407,0,0.738702356,0.003901852,0.623399801,0.598676054,0.83411093,0.282993583,0.026655807,0.564418215,1,0.02187747
1543,1,0.430263735,0.495638901,0.482574014,0.60222834,0.60222834,0.998956377,0.79720187,0.809169096,0.303223127,0.781385413,0.460674534,0.000253025,0.0,0.16598542,0.16598542,0.16598542,0.197598563,0.316403763,0.021068712,0.094780555,0.156435942,0.022145278,0.848136775,0.689164502,0.689164502,0.217546755,0.00041554,0.263713857,0.374483067,0.006381259,0.003426756,0.630165683,0.010094931,0.15542522,0.84457478,0.00515496,0.377731875,0.005783246,0.094793753,0.156104366,0.401356871,0.100449775,0.001426354,0.004432642,0.030645161,0.006039687,0.391850026,0.005512117,0.757738038,0.236223918,0.392715226,0.07324888,0.003737119,0.003399623,0.114105755,0.339152968,0.280110327,0.007180483,0.695889626,0.7325435,0.332510066,0.008183742,0.921701056,0.002125676,0.037742749,0.593921975,0.671571838,0.374695337,0.695889626,0.332510066,0.117335048,0.642369302,0.459182509,0.557056451,0.314456512,0.045151647,0,0.772904746,0.000795967,0.623404637,0.602226423,0.837796506,0.282100053,0.026688018,0.564613422,1,0.023280115
1544,1,0.446497343,0.49547536,0.493763049,0.60647314,0.606422693,0.998906692,0.797282385,0.809206723,0.303467727,0.781451658,0.463288124,0.000454045,0.0,0.147528549,0.147528549,0.147528549,0.201191264,0.321213836,0.026332108,0.088592134,0.160653762,0.022097885,0.848073214,0.689500677,0.689500677,0.217604438,0.00039096,0.264178536,0.382884393,0.004223388,0.00263323,0.629674251,0.018213735,0.197539075,0.802460925,0.005059021,0.382878571,0.00724749,0.088564822,0.159678757,0.406261597,0.151424288,0.001154474,0.005477826,0.055645161,0.012191002,0.389735646,0.006327954,0.706854084,0.29287354,0.413661052,0.06050214,0.002930161,0.001806993,0.177582209,0.345573211,0.276556022,0.003695335,0.859651136,0.726538042,0.340166471,0.006040858,0.898534702,0.002154288,0.060988402,0.593886721,0.671578537,0.343862488,0.859651136,0.340166471,0.11799321,0.655186433,0.460867292,0.595849072,0.317976729,0.066816005,0,0.768934851,0.000563847,0.623540132,0.606475021,0.836306308,0.28798834,0.026529485,0.563500057,1,0.017506248
